Date,Open,High,Low,Close,Adj Close,Volume
2010/8/24,134.188004,136.031006,134.125,135.75,135.75,489904
2010/8/25,135.811996,136.968994,134.968994,135.188004,135.188004,660930
2010/8/26,135.25,136.281006,135.125,136,136,517127
2010/8/27,136.25,136.438004,133.531006,133.688004,133.688004,589149
2010/8/30,133.625,135.781006,133.375,135.468994,135.468994,421957
2010/8/31,135.75,136.625,135.656006,136.438004,136.438004,142749
2010/9/1,136.5,136.5,133.75,134.593994,134.593994,83261
2010/9/2,134.875,135.093994,133.75,133.938004,133.938004,26946
2010/9/3,134.031006,134.281006,131.781006,132.875,132.875,23773
2010/9/7,132.718994,134.468994,132.625,134.343994,134.343994,16866
2010/9/8,134.406006,134.781006,133.281006,133.625,133.625,10939
2010/9/9,133.75,134,131.938004,131.968994,131.968994,7424
2010/9/10,132.093994,132.375,131.281006,131.531006,131.531006,8019
2010/9/13,131.343994,132.281006,130.625,132.093994,132.093994,3940
2010/9/14,131.968994,133.031006,131.718994,133,133,3857
2010/9/15,133,133,131.938004,132.061996,132.061996,5675
2010/9/16,132.188004,132.406006,130.875,131.311996,131.311996,2708
2010/9/17,131.25,132.311996,130.968994,131.531006,131.531006,2793
2010/9/20,131.968994,132.125,131.438004,132.031006,132.031006,5901
2010/9/21,132.156006,132.718994,132.156006,132.531006,132.531006,361784
2010/9/22,132.188004,133.281006,132.125,132.718994,132.718994,326426
2010/9/23,132.561996,133.688004,132.311996,132.75,132.75,313888
2010/9/24,132.718994,133.125,131.656006,131.75,131.75,299364
2010/9/27,131.688004,133.438004,131.656006,133.343994,133.343994,270539
2010/9/28,133.093994,134.343994,132.811996,134.218994,134.218994,299712
2010/9/29,134,134.375,133.531006,133.656006,133.656006,247396
2010/9/30,133.718994,134.281006,132.281006,133.718994,133.718994,398749
2010/10/1,133.75,134.061996,132.593994,133.375,133.375,320778
2010/10/4,133.531006,134.311996,133.468994,133.906006,133.906006,221622
2010/10/5,133.906006,134.561996,133.25,133.688004,133.688004,362196
2010/10/6,133.593994,135.375,133.5,134.811996,134.811996,382436
2010/10/7,134.781006,135,134.25,134.438004,134.438004,284022
2010/10/8,134.531006,135.25,133.906006,134.311996,134.311996,330186
2010/10/11,134.375,134.593994,134.125,134.311996,134.311996,29644
2010/10/12,134.188004,134.938004,133.343994,133.718994,133.718994,277450
2010/10/13,133.375,133.593994,132.5,133.438004,133.438004,365304
2010/10/14,133.406006,133.843994,132.188004,132.438004,132.438004,448681
2010/10/15,132.25,132.843994,130.781006,131.031006,131.031006,531009
2010/10/18,131.188004,132.25,131.156006,132.156006,132.156006,249035
2010/10/19,131.781006,132.688004,131.188004,132.438004,132.438004,342448
2010/10/20,132.375,132.938004,131.843994,132.656006,132.656006,314437
2010/10/21,132.531006,132.843994,131.531006,131.811996,131.811996,336160
2010/10/22,131.656006,132.031006,131.188004,131.688004,131.688004,266155
2010/10/25,131.75,132.811996,131.75,132.125,132.125,284103
2010/10/26,131.968994,132.218994,130.5,130.718994,130.718994,404207
2010/10/27,130.593994,130.718994,129.593994,129.875,129.875,371590
2010/10/28,129.688004,130.531006,129.561996,130.218994,130.218994,313169
2010/10/29,130.218994,131.093994,130,130.938004,130.938004,341692
2010/11/1,130.968994,131.875,130.438004,130.625,130.625,313794
2010/11/2,130.718994,131.781006,130.593994,131.688004,131.688004,280810
2010/11/3,131.656006,133,129.906006,130.281006,130.281006,496333
2010/11/4,130.811996,132.188004,130.25,131.688004,131.688004,475736
2010/11/5,131.468994,131.625,129.938004,130.688004,130.688004,475736
2010/11/8,130.656006,131.218994,130.281006,130.406006,130.406006,267805
2010/11/9,130.5,131,128.688004,128.811996,128.811996,507813
2010/11/10,128.811996,129.156006,127.438004,129.061996,129.061996,600037
2010/11/11,129.031006,129.218994,128.5,128.718994,128.718994,76297
2010/11/12,129,129.843994,127.594002,127.938004,127.938004,430823
2010/11/15,127.811996,127.875,125.469002,126.219002,126.219002,461001
2010/11/16,125.530998,127.75,125.5,127.719002,127.719002,507703
2010/11/17,127.561996,127.905998,126.625,127.061996,127.061996,383005
2010/11/18,126.875,127.061996,125.719002,126.530998,126.530998,334085
2010/11/19,126.561996,127.438004,126.530998,127.219002,127.219002,241376
2010/11/22,127.155998,128.406006,126.905998,128.031006,128.031006,327278
2010/11/23,127.969002,129.093994,127.811996,128.561996,128.561996,447915
2010/11/24,128.375,128.625,126.311996,126.5,126.5,608849
2010/11/29,127.375,128.311996,127.061996,128.156006,128.156006,406024
2010/11/30,128.188004,129.438004,128.188004,128.718994,128.718994,170688
2010/12/1,128.561996,128.593994,126.061996,126.311996,126.311996,75529
2010/12/2,126.405998,126.780998,125.780998,126.030998,126.030998,51810
2010/12/3,126.219002,127.125,125.469002,125.625,125.625,34585
2010/12/6,125.938004,126.875,125.905998,126.719002,126.719002,13570
2010/12/7,126.780998,126.780998,123.75,124,124,18203
2010/12/8,124.438004,124.469002,122.375,123.280998,123.280998,18560
2010/12/9,123.375,124.094002,122.811996,123.594002,123.594002,13644
2010/12/10,123.780998,123.969002,122.625,123.030998,123.030998,12184
2010/12/13,122.594002,123.688004,122.094002,123.405998,123.405998,2695
2010/12/14,123.5,123.5,120.875,121.094002,121.094002,7398
2010/12/15,120.938004,121.75,120.405998,120.561996,120.561996,1364
2010/12/16,120.719002,121.561996,120.375,121.030998,121.030998,4307
2010/12/17,121.594002,122.844002,121.594002,122.844002,122.844002,3861
2010/12/20,122.938004,123.405998,122.030998,122.25,122.25,4426
2010/12/21,122.344002,122.905998,122.061996,122.25,122.25,185623
2010/12/22,121.344002,121.594002,120.561996,120.780998,120.780998,164431
2010/12/23,120.688004,120.938004,120.25,120.438004,120.438004,86189
2010/12/27,120.438004,121.469002,119.688004,121.25,121.25,77064
2010/12/28,121.344002,121.625,119.188004,119.344002,119.344002,150806
2010/12/29,119.561996,121.5,119.344002,121.311996,121.311996,126113
2010/12/30,121.061996,121.280998,120.405998,121,121,97305
2010/12/31,121.061996,122.219002,121.030998,122.125,122.125,81721
2011/1/3,122.061996,122.061996,120.469002,121.5,121.5,228261
2011/1/4,121.530998,122.030998,121.094002,121.311996,121.311996,222049
2011/1/5,121.530998,122.155998,119.25,119.469002,119.469002,366474
2011/1/6,119.655998,120.469002,119.469002,120.094002,120.094002,236444
2011/1/7,120.311996,121.405998,119.625,120.969002,120.969002,352986
2011/1/10,121.155998,121.655998,120.688004,121.188004,121.188004,220882
2011/1/11,121.438004,121.561996,120.280998,120.969002,120.969002,279861
2011/1/12,120.969002,121.125,120.030998,120.780998,120.780998,294268
2011/1/13,120.561996,121.75,120.25,121.469002,121.469002,437552
2011/1/14,121.375,122.061996,120.875,120.905998,120.905998,277677
2011/1/18,120.969002,121.75,119.719002,120.438004,120.438004,384445
2011/1/19,120.405998,121.094002,120.155998,121,121,262211
2011/1/20,120.938004,121.438004,119.280998,119.469002,119.469002,385807
2011/1/21,119.594002,120.311996,119.344002,120.094002,120.094002,328042
2011/1/24,120.188004,120.719002,119.780998,120.311996,120.311996,214164
2011/1/25,120.344002,121.811996,120.061996,121.719002,121.719002,383717
2011/1/26,121.469002,121.5,119.938004,120.061996,120.061996,337693
2011/1/27,120.280998,120.780998,119.594002,120.719002,120.719002,338471
2011/1/28,120.561996,121.655998,119.655998,121.438004,121.438004,399028
2011/1/31,121.5,121.719002,120.280998,120.625,120.625,316488
2011/2/1,120.75,120.780998,119.530998,119.938004,119.938004,285387
2011/2/2,119.938004,120.688004,119.25,119.530998,119.530998,341702
2011/2/3,119.75,119.905998,118.875,119.094002,119.094002,331552
2011/2/4,119.030998,119.561996,117.719002,117.875,117.875,422353
2011/2/7,117.938004,118.188004,117.438004,118.094002,118.094002,243833
2011/2/8,118.155998,118.311996,117.094002,117.311996,117.311996,290407
2011/2/9,117.219002,118.561996,116.811996,118.311996,118.311996,420593
2011/2/10,118,118.405998,117.311996,117.5,117.5,408949
2011/2/11,117.719002,118.875,117.655998,118.405998,118.405998,352596
2011/2/14,118.469002,119.155998,118.155998,118.938004,118.938004,272014
2011/2/15,118.780998,119.188004,118.469002,118.969002,118.969002,281321
2011/2/16,119.030998,119.625,118.561996,118.938004,118.938004,419958
2011/2/17,118.905998,119.780998,118.811996,119.438004,119.438004,371269
2011/2/18,119.311996,119.469002,118.688004,119.219002,119.219002,325081
2011/2/22,119.155998,121.030998,119.125,120.844002,120.844002,569296
2011/2/23,120.75,121.5,120.5,120.811996,120.811996,599300
2011/2/24,120.875,121.875,120.811996,121.530998,121.530998,697162
2011/2/25,121.405998,121.938004,121.061996,121.719002,121.719002,384345
2011/2/28,121.938004,122.125,121.655998,121.938004,121.938004,119317
2011/3/1,121.688004,122.25,121.030998,122,122,56370
2011/3/2,122.155998,122.375,120.875,121.061996,121.061996,45160
2011/3/3,120.938004,121.155998,119.938004,119.969002,119.969002,35573
2011/3/4,120.219002,121.030998,119.780998,120.811996,120.811996,22583
2011/3/7,120.75,121.094002,120.030998,120.780998,120.780998,8457
2011/3/8,120.5,120.719002,120,120.094002,120.094002,17151
2011/3/9,120.094002,121.188004,119.969002,120.938004,120.938004,8441
2011/3/10,120.875,122.438004,120.780998,121.905998,121.905998,7661
2011/3/11,122.344002,122.655998,121.625,121.875,121.875,6348
2011/3/14,122.125,122.311996,121.375,122.344002,122.344002,1264
2011/3/15,122.125,123.969002,122.125,122.875,122.875,4144
2011/3/16,123.219002,125.188004,122.688004,124.061996,124.061996,4719
2011/3/17,124.75,124.75,123.094002,123.5,123.5,1576
2011/3/18,123.125,123.5,122.469002,123.344002,123.344002,3553
2011/3/21,122.938004,123.25,122.405998,123.061996,123.061996,4054
2011/3/22,122.938004,123.094002,122.625,122.938004,122.938004,260480
2011/3/23,121.530998,122.25,121.188004,121.280998,121.280998,296903
2011/3/24,121.280998,121.561996,120.561996,120.75,120.75,270321
2011/3/25,120.625,121.125,120.061996,120.25,120.25,247781
2011/3/28,120.25,120.625,119.780998,120.405998,120.405998,199319
2011/3/29,120.405998,120.625,119.594002,119.75,119.75,231566
2011/3/30,119.780998,120.469002,119.594002,120.188004,120.188004,193618
2011/3/31,120.405998,120.969002,119.719002,120.188004,120.188004,398321
2011/4/1,120.061996,120.5,119.344002,120.375,120.375,308133
2011/4/4,120.405998,120.844002,120,120.375,120.375,234293
2011/4/5,120.469002,120.875,119.655998,119.844002,119.844002,305941
2011/4/6,119.905998,120.030998,118.780998,118.969002,118.969002,308403
2011/4/7,118.875,119.155998,118.438004,118.655998,118.655998,364246
2011/4/8,118.688004,118.75,117.875,118.530998,118.530998,231940
2011/4/11,118.280998,118.625,117.875,118.5,118.5,243473
2011/4/12,118.219002,119.719002,118.188004,119.344002,119.344002,306137
2011/4/13,119.311996,119.875,118.719002,119.811996,119.811996,319741
2011/4/14,119.75,120.344002,119.469002,119.688004,119.688004,367924
2011/4/15,119.530998,120.938004,119.5,120.811996,120.811996,282917
2011/4/18,120.780998,121.375,119.905998,121.155998,121.155998,414017
2011/4/19,121.061996,121.561996,120.625,121.469002,121.469002,244209
2011/4/20,121.375,121.405998,120.811996,121,121,224738
2011/4/21,120.844002,121.530998,120.780998,121.030998,121.030998,176492
2011/4/25,121,121.594002,120.969002,121.5,121.5,128798
2011/4/26,121.5,122.344002,121.344002,122.155998,122.155998,263238
2011/4/27,122.25,122.311996,121.344002,121.375,121.375,272083
2011/4/28,121.469002,122.311996,121.438004,122.125,122.125,316294
2011/4/29,122.155998,122.561996,121.938004,122.375,122.375,208059
2011/5/2,122.375,122.844002,122.061996,122.594002,122.594002,197497
2011/5/3,122.719002,123.188004,122.625,123.094002,123.094002,221539
2011/5/4,123.155998,123.780998,123,123.530998,123.530998,332477
2011/5/5,123.594002,124.594002,123.561996,124.280998,124.280998,361768
2011/5/6,124.469002,124.780998,123.375,124.311996,124.311996,455311
2011/5/9,124.188004,124.561996,123.905998,124.438004,124.438004,271585
2011/5/10,124.25,124.375,123.561996,123.875,123.875,259438
2011/5/11,123.594002,124.5,123.438004,124.405998,124.405998,322590
2011/5/12,124.311996,124.688004,123.530998,123.811996,123.811996,378374
2011/5/13,123.780998,125.125,123.688004,124.438004,124.438004,399093
2011/5/16,124.688004,125.094002,124.25,124.969002,124.969002,251604
2011/5/17,125,125.719002,124.655998,125.438004,125.438004,395505
2011/5/18,125.469002,125.844002,124.5,124.719002,124.719002,374865
2011/5/19,124.561996,124.719002,123.719002,124.625,124.625,467526
2011/5/20,124.688004,125,124.375,124.844002,124.844002,368889
2011/5/23,124.938004,125.625,124.875,125.094002,125.094002,396491
2011/5/24,125.155998,125.5,124.75,125.280998,125.280998,449148
2011/5/25,125.344002,125.719002,124.938004,125.061996,125.061996,623611
2011/5/26,125.030998,126.061996,124.655998,125.969002,125.969002,645912
2011/5/27,125.938004,126.061996,125.438004,125.875,125.875,370649
2011/5/31,125.811996,126.280998,125.344002,126.155998,126.155998,117071
2011/6/1,126,127.594002,125.811996,127.25,127.25,72968
2011/6/2,127.5,127.561996,126.125,126.188004,126.188004,42137
2011/6/3,126.375,127.155998,126.094002,126.561996,126.561996,23181
2011/6/6,126.625,126.688004,125.844002,126.344002,126.344002,12532
2011/6/7,126.375,126.530998,125.655998,126.219002,126.219002,9680
2011/6/8,126.25,127.280998,126.219002,126.938004,126.938004,14166
2011/6/9,127.125,127.561996,126.155998,126.5,126.5,11177
2011/6/10,126.625,127.438004,126.625,126.969002,126.969002,9567
2011/6/13,126.905998,127.188004,126.469002,126.688004,126.688004,3632
2011/6/14,126.719002,126.780998,125,125.188004,125.188004,10640
2011/6/15,125.438004,126.844002,125.188004,126.780998,126.780998,15874
2011/6/16,126.688004,127.75,126.561996,127.625,127.625,4474
2011/6/17,127.311996,127.655998,126.844002,127.188004,127.188004,4092
2011/6/20,127.188004,127.905998,126.875,127.094002,127.094002,4481
2011/6/21,127.155998,127.311996,126.530998,126.938004,126.938004,295638
2011/6/22,125.405998,126,125.125,125.375,125.375,283525
2011/6/23,125.530998,126.688004,125.530998,126.438004,126.438004,402660
2011/6/24,126.280998,127.030998,125.969002,126.594002,126.594002,328741
2011/6/27,126.530998,126.844002,125.344002,125.5,125.5,338742
2011/6/28,125.405998,125.844002,124.061996,124.219002,124.219002,385938
2011/6/29,124.280998,124.561996,123.280998,123.561996,123.561996,413724
2011/6/30,123.469002,123.811996,122.155998,123.030998,123.030998,480696
2011/7/1,123.030998,123.438004,122.405998,122.688004,122.688004,253988
2011/7/5,122.75,123.469002,122.655998,123.188004,123.188004,260769
2011/7/6,123.280998,123.905998,122.969002,123.655998,123.655998,304197
2011/7/7,123.5,123.594002,122.780998,123.280998,123.280998,268877
2011/7/8,123.375,125,122.969002,124.969002,124.969002,386178
2011/7/11,124.938004,126.311996,124.594002,126.188004,126.188004,315964
2011/7/12,126.125,127.469002,126,126.469002,126.469002,447296
2011/7/13,126.875,127.061996,125.811996,126.719002,126.719002,404776
2011/7/14,126.625,126.844002,125.625,125.811996,125.811996,411445
2011/7/15,125.688004,126.155998,125.094002,126.030998,126.030998,319423
2011/7/18,125.969002,126.5,125.25,125.688004,125.688004,278387
2011/7/19,125.469002,127.061996,125,126.625,126.625,371694
2011/7/20,126.875,126.875,125.811996,125.875,125.875,275785
2011/7/21,126,126.030998,124.719002,125.094002,125.094002,366460
2011/7/22,125.094002,125.969002,125.061996,125.844002,125.844002,220191
2011/7/25,125.188004,126.094002,124.75,125.061996,125.061996,296688
2011/7/26,125.188004,126,124.688004,125.844002,125.844002,273088
2011/7/27,125.75,126,125.061996,125.655998,125.655998,310758
2011/7/28,125.655998,126.405998,125.530998,126.061996,126.061996,284133
2011/7/29,126.030998,128.561996,125.938004,128.125,128.125,415263
2011/8/1,127.561996,129.281006,127.280998,129,129,391728
2011/8/2,128.875,131.125,128.718994,130.811996,130.811996,447274
2011/8/3,130.875,132.25,130.468994,131.281006,131.281006,530824
2011/8/4,131,134.25,130.561996,133.5,133.5,617973
2011/8/5,134.061996,135.156006,131.811996,132.188004,132.188004,702986
2011/8/8,131.688004,135.5,131.343994,135.281006,135.281006,505617
2011/8/9,135.438004,139.843994,134.061996,137.188004,137.188004,595131
2011/8/10,136.406006,139.125,135.375,138.218994,138.218994,593697
2011/8/11,138.593994,138.688004,135.031006,135.218994,135.218994,637315
2011/8/12,135.375,137,135.343994,136.938004,136.938004,329841
2011/8/15,136.375,136.938004,135.531006,136.156006,136.156006,254383
2011/8/16,135.625,137.311996,135.5,137.061996,137.061996,329113
2011/8/17,136.781006,138.125,136.311996,137.938004,137.938004,303590
2011/8/18,138.031006,141.188004,137.811996,139.625,139.625,488377
2011/8/19,139.531006,140.906006,139,140.218994,140.218994,357066
2011/8/22,140.311996,140.781006,139.375,140.156006,140.156006,275280
2011/8/23,139.843994,140.5,138.75,139.031006,139.031006,419246
2011/8/24,138.968994,139.5,136.311996,136.843994,136.843994,475093
2011/8/25,136.438004,137.75,136.061996,137.561996,137.561996,521959
2011/8/26,137.343994,139,137.031006,138.156006,138.156006,530960
2011/8/29,138.031006,138.156006,136.311996,136.811996,136.811996,342687
